,YYYY,DrugReports,DrugCode_0,DrugCode_1,StateCode_0,StateCode_1,StateCode_2,CountyCode_0,CountyCode_1,CountyCode_2,CountyCode_3,CountyCode_4,CountyCode_5,CountyCode_6,CountyCode_7
7188,2014,180,0,1,0,0,0,0,1,0,1,0,0,1,1
7189,2015,123,0,1,0,0,0,0,1,0,1,0,0,1,1
7190,2016,46,0,1,0,0,0,0,1,0,1,0,0,1,1
7191,2017,42,0,1,0,0,0,0,1,0,1,0,0,1,1
7192,2011,12,1,0,0,0,0,0,1,0,1,0,0,1,1
7193,2012,2,1,0,0,0,0,0,1,0,1,0,0,1,1
7194,2013,39,1,0,0,0,0,0,1,0,1,0,0,1,1
7195,2014,51,1,0,0,0,0,0,1,0,1,0,0,1,1
7196,2015,29,1,0,0,0,0,0,1,0,1,0,0,1,1
7197,2016,49,1,0,0,0,0,0,1,0,1,0,0,1,1
7198,2017,44,1,0,0,0,0,0,1,0,1,0,0,1,1
7199,2010,6,0,0,0,0,1,0,1,0,1,0,0,1,1
7200,2011,5,0,0,0,0,1,0,1,0,1,0,0,1,1
7201,2012,5,0,0,0,0,1,0,1,0,1,0,0,1,1
7202,2013,6,0,0,0,0,1,0,1,0,1,0,0,1,1
7203,2014,11,0,0,0,0,1,0,1,0,1,0,0,1,1
7204,2015,31,0,0,0,0,1,0,1,0,1,0,0,1,1
7205,2016,73,0,0,0,0,1,0,1,0,1,0,0,1,1
7206,2017,67,0,0,0,0,1,0,1,0,1,0,0,1,1
7207,2010,72,0,1,0,0,1,0,1,0,1,0,0,1,1
7208,2011,91,0,1,0,0,1,0,1,0,1,0,0,1,1
7209,2012,83,0,1,0,0,1,0,1,0,1,0,0,1,1
7210,2013,96,0,1,0,0,1,0,1,0,1,0,0,1,1
7211,2014,81,0,1,0,0,1,0,1,0,1,0,0,1,1
7212,2015,68,0,1,0,0,1,0,1,0,1,0,0,1,1
7213,2016,58,0,1,0,0,1,0,1,0,1,0,0,1,1
7214,2017,37,0,1,0,0,1,0,1,0,1,0,0,1,1
7215,2010,42,1,0,0,0,1,0,1,0,1,0,0,1,1
7216,2011,59,1,0,0,0,1,0,1,0,1,0,0,1,1
7217,2012,77,1,0,0,0,1,0,1,0,1,0,0,1,1
7218,2013,91,1,0,0,0,1,0,1,0,1,0,0,1,1
7219,2014,133,1,0,0,0,1,0,1,0,1,0,0,1,1
7220,2015,66,1,0,0,0,1,0,1,0,1,0,0,1,1
7221,2016,96,1,0,0,0,1,0,1,0,1,0,0,1,1
7222,2017,43,1,0,0,0,1,0,1,0,1,0,0,1,1
7223,2010,5,0,0,0,1,1,0,1,0,1,0,0,1,1
7224,2011,1,0,0,0,1,1,0,1,0,1,0,0,1,1
7225,2012,3,0,0,0,1,1,0,1,0,1,0,0,1,1
7226,2013,5,0,0,0,1,1,0,1,0,1,0,0,1,1
7227,2014,5,0,0,0,1,1,0,1,0,1,0,0,1,1
7228,2015,1,0,0,0,1,1,0,1,0,1,0,0,1,1
7229,2016,6,0,0,0,1,1,0,1,0,1,0,0,1,1
7230,2017,2,0,0,0,1,1,0,1,0,1,0,0,1,1
7231,2010,83,0,1,0,1,1,0,1,0,1,0,0,1,1
7232,2011,31,0,1,0,1,1,0,1,0,1,0,0,1,1
7233,2012,83,0,1,0,1,1,0,1,0,1,0,0,1,1
7234,2013,59,0,1,0,1,1,0,1,0,1,0,0,1,1
7235,2014,43,0,1,0,1,1,0,1,0,1,0,0,1,1
7236,2015,48,0,1,0,1,1,0,1,0,1,0,0,1,1
7237,2016,98,0,1,0,1,1,0,1,0,1,0,0,1,1
7238,2017,106,0,1,0,1,1,0,1,0,1,0,0,1,1
7239,2010,4,1,0,0,1,1,0,1,0,1,0,0,1,1
7240,2011,1,1,0,0,1,1,0,1,0,1,0,0,1,1
7241,2016,1,1,0,0,1,1,0,1,0,1,0,0,1,1
7242,2017,8,1,0,0,1,1,0,1,0,1,0,0,1,1
7243,2010,1,0,0,0,0,0,0,1,0,1,0,1,0,0
7244,2011,2,0,0,0,0,0,0,1,0,1,0,1,0,0
7245,2012,3,0,0,0,0,0,0,1,0,1,0,1,0,0
7246,2017,1,0,0,0,0,0,0,1,0,1,0,1,0,0
7247,2010,32,0,1,0,0,0,0,1,0,1,0,1,0,0
7248,2011,63,0,1,0,0,0,0,1,0,1,0,1,0,0
7249,2012,10,0,1,0,0,0,0,1,0,1,0,1,0,0
7250,2013,5,0,1,0,0,0,0,1,0,1,0,1,0,0
7251,2014,6,0,1,0,0,0,0,1,0,1,0,1,0,0
7252,2015,8,0,1,0,0,0,0,1,0,1,0,1,0,0
7253,2016,14,0,1,0,0,0,0,1,0,1,0,1,0,0
7254,2017,8,0,1,0,0,0,0,1,0,1,0,1,0,0
7255,2015,2,1,0,0,0,0,0,1,0,1,0,1,0,0
7256,2016,2,1,0,0,0,0,0,1,0,1,0,1,0,0
7257,2017,4,1,0,0,0,0,0,1,0,1,0,1,0,0
7258,2010,2,0,0,0,0,1,0,1,0,1,0,1,0,0
7259,2014,2,0,0,0,0,1,0,1,0,1,0,1,0,0
7260,2015,4,0,0,0,0,1,0,1,0,1,0,1,0,0
7261,2016,1,0,0,0,0,1,0,1,0,1,0,1,0,0
7262,2017,8,0,0,0,0,1,0,1,0,1,0,1,0,0
7263,2010,7,0,1,0,0,1,0,1,0,1,0,1,0,0
7264,2011,9,0,1,0,0,1,0,1,0,1,0,1,0,0
7265,2012,1,0,1,0,0,1,0,1,0,1,0,1,0,0
7266,2013,6,0,1,0,0,1,0,1,0,1,0,1,0,0
7267,2014,29,0,1,0,0,1,0,1,0,1,0,1,0,0
7268,2015,22,0,1,0,0,1,0,1,0,1,0,1,0,0
7269,2016,31,0,1,0,0,1,0,1,0,1,0,1,0,0
7270,2017,47,0,1,0,0,1,0,1,0,1,0,1,0,0
7271,2010,2,1,0,0,0,1,0,1,0,1,0,1,0,0
7272,2011,1,1,0,0,0,1,0,1,0,1,0,1,0,0
7273,2012,1,1,0,0,0,1,0,1,0,1,0,1,0,0
7274,2013,14,1,0,0,0,1,0,1,0,1,0,1,0,0
7275,2014,42,1,0,0,0,1,0,1,0,1,0,1,0,0
7276,2015,29,1,0,0,0,1,0,1,0,1,0,1,0,0
7277,2016,15,1,0,0,0,1,0,1,0,1,0,1,0,0
7278,2017,11,1,0,0,0,1,0,1,0,1,0,1,0,0
7279,2012,3,0,0,0,1,1,0,1,0,1,0,1,0,0
7280,2015,3,0,0,0,1,1,0,1,0,1,0,1,0,0
7281,2016,1,0,0,0,1,1,0,1,0,1,0,1,0,0
7282,2017,9,0,0,0,1,1,0,1,0,1,0,1,0,0
7283,2010,2,0,1,0,1,1,0,1,0,1,0,1,0,0
7284,2011,2,0,1,0,1,1,0,1,0,1,0,1,0,0
7285,2012,12,0,1,0,1,1,0,1,0,1,0,1,0,0
7286,2013,7,0,1,0,1,1,0,1,0,1,0,1,0,0
7287,2014,1,0,1,0,1,1,0,1,0,1,0,1,0,0
7288,2015,3,0,1,0,1,1,0,1,0,1,0,1,0,0
7289,2016,3,0,1,0,1,1,0,1,0,1,0,1,0,0
7290,2010,4,1,0,0,1,1,0,1,0,1,0,1,0,0
7291,2011,7,1,0,0,1,1,0,1,0,1,0,1,0,0
7292,2012,12,1,0,0,1,1,0,1,0,1,0,1,0,0
7293,2013,14,1,0,0,1,1,0,1,0,1,0,1,0,0
7294,2014,10,1,0,0,1,1,0,1,0,1,0,1,0,0
7295,2015,27,1,0,0,1,1,0,1,0,1,0,1,0,0
7296,2016,4,1,0,0,1,1,0,1,0,1,0,1,0,0
7297,2017,9,1,0,0,1,1,0,1,0,1,0,1,0,0
7298,2010,3,0,0,0,0,0,0,1,0,1,0,1,0,1
7299,2011,4,0,0,0,0,0,0,1,0,1,0,1,0,1
7300,2012,10,0,0,0,0,0,0,1,0,1,0,1,0,1
7301,2013,2,0,0,0,0,0,0,1,0,1,0,1,0,1
7302,2014,5,0,0,0,0,0,0,1,0,1,0,1,0,1
7303,2015,2,0,0,0,0,0,0,1,0,1,0,1,0,1
7304,2016,1,0,0,0,0,0,0,1,0,1,0,1,0,1
7305,2010,39,0,1,0,0,0,0,1,0,1,0,1,0,1
7306,2011,38,0,1,0,0,0,0,1,0,1,0,1,0,1
7307,2012,29,0,1,0,0,0,0,1,0,1,0,1,0,1
7308,2013,86,0,1,0,0,0,0,1,0,1,0,1,0,1
7309,2014,60,0,1,0,0,0,0,1,0,1,0,1,0,1
7310,2015,56,0,1,0,0,0,0,1,0,1,0,1,0,1
7311,2016,46,0,1,0,0,0,0,1,0,1,0,1,0,1
7312,2017,29,0,1,0,0,0,0,1,0,1,0,1,0,1
7313,2011,3,1,0,0,0,0,0,1,0,1,0,1,0,1
7314,2013,2,1,0,0,0,0,0,1,0,1,0,1,0,1
7315,2014,3,1,0,0,0,0,0,1,0,1,0,1,0,1
7316,2015,1,1,0,0,0,0,0,1,0,1,0,1,0,1
7317,2016,1,1,0,0,0,0,0,1,0,1,0,1,0,1
7318,2010,20,0,0,0,1,1,0,1,0,1,0,1,0,1
7319,2011,27,0,0,0,1,1,0,1,0,1,0,1,0,1
7320,2012,23,0,0,0,1,1,0,1,0,1,0,1,0,1
7321,2013,16,0,0,0,1,1,0,1,0,1,0,1,0,1
7322,2014,16,0,0,0,1,1,0,1,0,1,0,1,0,1
7323,2015,39,0,0,0,1,1,0,1,0,1,0,1,0,1
7324,2016,83,0,0,0,1,1,0,1,0,1,0,1,0,1
7325,2017,89,0,0,0,1,1,0,1,0,1,0,1,0,1
7326,2010,170,0,1,0,1,1,0,1,0,1,0,1,0,1
7327,2011,175,0,1,0,1,1,0,1,0,1,0,1,0,1
7328,2012,205,0,1,0,1,1,0,1,0,1,0,1,0,1
7329,2013,151,0,1,0,1,1,0,1,0,1,0,1,0,1
7330,2014,136,0,1,0,1,1,0,1,0,1,0,1,0,1
7331,2015,128,0,1,0,1,1,0,1,0,1,0,1,0,1
7332,2016,189,0,1,0,1,1,0,1,0,1,0,1,0,1
7333,2017,80,0,1,0,1,1,0,1,0,1,0,1,0,1
7334,2010,38,1,0,0,1,1,0,1,0,1,0,1,0,1
7335,2011,28,1,0,0,1,1,0,1,0,1,0,1,0,1
7336,2012,100,1,0,0,1,1,0,1,0,1,0,1,0,1
7337,2013,122,1,0,0,1,1,0,1,0,1,0,1,0,1
7338,2014,106,1,0,0,1,1,0,1,0,1,0,1,0,1
7339,2015,151,1,0,0,1,1,0,1,0,1,0,1,0,1
7340,2016,236,1,0,0,1,1,0,1,0,1,0,1,0,1
7341,2017,211,1,0,0,1,1,0,1,0,1,0,1,0,1
7342,2010,1,0,0,0,0,0,0,1,0,1,0,1,1,0
7343,2011,3,0,0,0,0,0,0,1,0,1,0,1,1,0
7344,2012,3,0,0,0,0,0,0,1,0,1,0,1,1,0
7345,2013,3,0,0,0,0,0,0,1,0,1,0,1,1,0
7346,2014,3,0,0,0,0,0,0,1,0,1,0,1,1,0
7347,2016,8,0,0,0,0,0,0,1,0,1,0,1,1,0
7348,2017,28,0,0,0,0,0,0,1,0,1,0,1,1,0
7349,2010,20,0,1,0,0,0,0,1,0,1,0,1,1,0
7350,2011,31,0,1,0,0,0,0,1,0,1,0,1,1,0
7351,2012,54,0,1,0,0,0,0,1,0,1,0,1,1,0
7352,2013,27,0,1,0,0,0,0,1,0,1,0,1,1,0
7353,2014,43,0,1,0,0,0,0,1,0,1,0,1,1,0
7354,2015,16,0,1,0,0,0,0,1,0,1,0,1,1,0
7355,2016,18,0,1,0,0,0,0,1,0,1,0,1,1,0
7356,2017,29,0,1,0,0,0,0,1,0,1,0,1,1,0
7357,2012,11,1,0,0,0,0,0,1,0,1,0,1,1,0
7358,2013,10,1,0,0,0,0,0,1,0,1,0,1,1,0
7359,2014,21,1,0,0,0,0,0,1,0,1,0,1,1,0
7360,2015,20,1,0,0,0,0,0,1,0,1,0,1,1,0
7361,2016,29,1,0,0,0,0,0,1,0,1,0,1,1,0
7362,2017,50,1,0,0,0,0,0,1,0,1,0,1,1,0
7363,2010,13,0,0,0,1,1,0,1,0,1,0,1,1,0
7364,2011,21,0,0,0,1,1,0,1,0,1,0,1,1,0
7365,2012,14,0,0,0,1,1,0,1,0,1,0,1,1,0
7366,2013,20,0,0,0,1,1,0,1,0,1,0,1,1,0
7367,2014,17,0,0,0,1,1,0,1,0,1,0,1,1,0
7368,2015,30,0,0,0,1,1,0,1,0,1,0,1,1,0
7369,2016,57,0,0,0,1,1,0,1,0,1,0,1,1,0
7370,2017,109,0,0,0,1,1,0,1,0,1,0,1,1,0
7371,2010,131,0,1,0,1,1,0,1,0,1,0,1,1,0
7372,2011,167,0,1,0,1,1,0,1,0,1,0,1,1,0
7373,2012,205,0,1,0,1,1,0,1,0,1,0,1,1,0
7374,2013,159,0,1,0,1,1,0,1,0,1,0,1,1,0
7375,2014,111,0,1,0,1,1,0,1,0,1,0,1,1,0
7376,2015,138,0,1,0,1,1,0,1,0,1,0,1,1,0
7377,2016,139,0,1,0,1,1,0,1,0,1,0,1,1,0
7378,2017,112,0,1,0,1,1,0,1,0,1,0,1,1,0
7379,2010,22,1,0,0,1,1,0,1,0,1,0,1,1,0
7380,2011,25,1,0,0,1,1,0,1,0,1,0,1,1,0
7381,2012,65,1,0,0,1,1,0,1,0,1,0,1,1,0
7382,2013,86,1,0,0,1,1,0,1,0,1,0,1,1,0
7383,2014,102,1,0,0,1,1,0,1,0,1,0,1,1,0
7384,2015,133,1,0,0,1,1,0,1,0,1,0,1,1,0
7385,2016,196,1,0,0,1,1,0,1,0,1,0,1,1,0
7386,2017,182,1,0,0,1,1,0,1,0,1,0,1,1,0
7387,2010,8,0,0,0,0,0,0,1,0,1,0,1,1,1
7388,2011,2,0,0,0,0,0,0,1,0,1,0,1,1,1
7389,2014,1,0,0,0,0,0,0,1,0,1,0,1,1,1
7390,2015,12,0,0,0,0,0,0,1,0,1,0,1,1,1
7391,2016,3,0,0,0,0,0,0,1,0,1,0,1,1,1
7392,2017,4,0,0,0,0,0,0,1,0,1,0,1,1,1
7393,2010,33,0,1,0,0,0,0,1,0,1,0,1,1,1
7394,2011,16,0,1,0,0,0,0,1,0,1,0,1,1,1
7395,2012,18,0,1,0,0,0,0,1,0,1,0,1,1,1
7396,2013,68,0,1,0,0,0,0,1,0,1,0,1,1,1
7397,2014,16,0,1,0,0,0,0,1,0,1,0,1,1,1
7398,2015,25,0,1,0,0,0,0,1,0,1,0,1,1,1
7399,2016,33,0,1,0,0,0,0,1,0,1,0,1,1,1
7400,2017,8,0,1,0,0,0,0,1,0,1,0,1,1,1
7401,2013,1,1,0,0,0,0,0,1,0,1,0,1,1,1
7402,2014,5,1,0,0,0,0,0,1,0,1,0,1,1,1
7403,2015,3,1,0,0,0,0,0,1,0,1,0,1,1,1
7404,2016,4,1,0,0,0,0,0,1,0,1,0,1,1,1
7405,2017,2,1,0,0,0,0,0,1,0,1,0,1,1,1
7406,2013,2,0,0,0,1,1,0,1,0,1,0,1,1,1
7407,2014,1,0,0,0,1,1,0,1,0,1,0,1,1,1
7408,2012,3,0,1,0,1,1,0,1,0,1,0,1,1,1
7409,2017,4,0,1,0,1,1,0,1,0,1,0,1,1,1
7410,2010,1,1,0,0,1,1,0,1,0,1,0,1,1,1
7411,2011,1,1,0,0,1,1,0,1,0,1,0,1,1,1
7412,2012,3,0,0,0,0,0,0,1,0,1,1,0,0,0
7413,2013,6,0,0,0,0,0,0,1,0,1,1,0,0,0
7414,2015,2,0,0,0,0,0,0,1,0,1,1,0,0,0
7415,2016,3,0,0,0,0,0,0,1,0,1,1,0,0,0
7416,2017,2,0,0,0,0,0,0,1,0,1,1,0,0,0
7417,2010,43,0,1,0,0,0,0,1,0,1,1,0,0,0
7418,2011,6,0,1,0,0,0,0,1,0,1,1,0,0,0
7419,2012,40,0,1,0,0,0,0,1,0,1,1,0,0,0
7420,2013,16,0,1,0,0,0,0,1,0,1,1,0,0,0
7421,2014,10,0,1,0,0,0,0,1,0,1,1,0,0,0
7422,2015,18,0,1,0,0,0,0,1,0,1,1,0,0,0
7423,2016,37,0,1,0,0,0,0,1,0,1,1,0,0,0
7424,2017,11,0,1,0,0,0,0,1,0,1,1,0,0,0
7425,2013,3,1,0,0,0,0,0,1,0,1,1,0,0,0
7426,2014,1,1,0,0,0,0,0,1,0,1,1,0,0,0
7427,2016,2,1,0,0,0,0,0,1,0,1,1,0,0,0
7428,2013,3,0,0,0,1,1,0,1,0,1,1,0,0,0
7429,2015,1,0,0,0,1,1,0,1,0,1,1,0,0,0
7430,2017,6,0,0,0,1,1,0,1,0,1,1,0,0,0
7431,2010,7,0,1,0,1,1,0,1,0,1,1,0,0,0
7432,2011,2,0,1,0,1,1,0,1,0,1,1,0,0,0
7433,2012,9,0,1,0,1,1,0,1,0,1,1,0,0,0
7434,2013,7,0,1,0,1,1,0,1,0,1,1,0,0,0
7435,2014,7,0,1,0,1,1,0,1,0,1,1,0,0,0
7436,2015,7,0,1,0,1,1,0,1,0,1,1,0,0,0
7437,2016,3,0,1,0,1,1,0,1,0,1,1,0,0,0
7438,2017,9,0,1,0,1,1,0,1,0,1,1,0,0,0
7439,2010,2,1,0,0,1,1,0,1,0,1,1,0,0,0
7440,2011,4,1,0,0,1,1,0,1,0,1,1,0,0,0
7441,2012,1,1,0,0,1,1,0,1,0,1,1,0,0,0
7442,2013,4,1,0,0,1,1,0,1,0,1,1,0,0,0
7443,2014,1,1,0,0,1,1,0,1,0,1,1,0,0,0
7444,2015,6,1,0,0,1,1,0,1,0,1,1,0,0,0
7445,2016,3,1,0,0,1,1,0,1,0,1,1,0,0,0
7446,2017,2,1,0,0,1,1,0,1,0,1,1,0,0,0
7447,2010,2,0,0,0,0,0,0,1,0,1,1,0,0,1
7448,2011,2,0,0,0,0,0,0,1,0,1,1,0,0,1
7449,2012,1,0,0,0,0,0,0,1,0,1,1,0,0,1
7450,2013,1,0,0,0,0,0,0,1,0,1,1,0,0,1
7451,2014,1,0,0,0,0,0,0,1,0,1,1,0,0,1
7452,2015,1,0,0,0,0,0,0,1,0,1,1,0,0,1
7453,2016,8,0,0,0,0,0,0,1,0,1,1,0,0,1
7454,2017,12,0,0,0,0,0,0,1,0,1,1,0,0,1
7455,2010,46,0,1,0,0,0,0,1,0,1,1,0,0,1
7456,2011,43,0,1,0,0,0,0,1,0,1,1,0,0,1
7457,2012,18,0,1,0,0,0,0,1,0,1,1,0,0,1
7458,2013,26,0,1,0,0,0,0,1,0,1,1,0,0,1
7459,2014,22,0,1,0,0,0,0,1,0,1,1,0,0,1
7460,2015,37,0,1,0,0,0,0,1,0,1,1,0,0,1
7461,2016,17,0,1,0,0,0,0,1,0,1,1,0,0,1
7462,2017,24,0,1,0,0,0,0,1,0,1,1,0,0,1
7463,2010,3,1,0,0,0,0,0,1,0,1,1,0,0,1
7464,2011,9,1,0,0,0,0,0,1,0,1,1,0,0,1
7465,2012,16,1,0,0,0,0,0,1,0,1,1,0,0,1
7466,2013,17,1,0,0,0,0,0,1,0,1,1,0,0,1
7467,2014,15,1,0,0,0,0,0,1,0,1,1,0,0,1
7468,2015,22,1,0,0,0,0,0,1,0,1,1,0,0,1
7469,2016,9,1,0,0,0,0,0,1,0,1,1,0,0,1
7470,2017,14,1,0,0,0,0,0,1,0,1,1,0,0,1
7471,2010,17,0,0,0,1,1,0,1,0,1,1,0,0,1
7472,2011,18,0,0,0,1,1,0,1,0,1,1,0,0,1
7473,2012,8,0,0,0,1,1,0,1,0,1,1,0,0,1
7474,2013,15,0,0,0,1,1,0,1,0,1,1,0,0,1
7475,2014,13,0,0,0,1,1,0,1,0,1,1,0,0,1
7476,2015,25,0,0,0,1,1,0,1,0,1,1,0,0,1
7477,2016,25,0,0,0,1,1,0,1,0,1,1,0,0,1
7478,2017,16,0,0,0,1,1,0,1,0,1,1,0,0,1
7479,2010,220,0,1,0,1,1,0,1,0,1,1,0,0,1
7480,2011,183,0,1,0,1,1,0,1,0,1,1,0,0,1
7481,2012,283,0,1,0,1,1,0,1,0,1,1,0,0,1
7482,2013,339,0,1,0,1,1,0,1,0,1,1,0,0,1
7483,2014,465,0,1,0,1,1,0,1,0,1,1,0,0,1
7484,2015,432,0,1,0,1,1,0,1,0,1,1,0,0,1
7485,2016,380,0,1,0,1,1,0,1,0,1,1,0,0,1
7486,2017,306,0,1,0,1,1,0,1,0,1,1,0,0,1
7487,2012,5,1,0,0,1,1,0,1,0,1,1,0,0,1
7488,2013,5,1,0,0,1,1,0,1,0,1,1,0,0,1
7489,2014,7,1,0,0,1,1,0,1,0,1,1,0,0,1
7490,2015,9,1,0,0,1,1,0,1,0,1,1,0,0,1
7491,2016,28,1,0,0,1,1,0,1,0,1,1,0,0,1
7492,2017,27,1,0,0,1,1,0,1,0,1,1,0,0,1
7493,2010,1,0,0,0,0,0,0,1,0,1,1,0,1,0
7494,2014,1,0,0,0,0,0,0,1,0,1,1,0,1,0
7495,2015,3,0,0,0,0,0,0,1,0,1,1,0,1,0
7496,2016,5,0,0,0,0,0,0,1,0,1,1,0,1,0
7497,2017,3,0,0,0,0,0,0,1,0,1,1,0,1,0
7498,2010,13,0,1,0,0,0,0,1,0,1,1,0,1,0
7499,2011,7,0,1,0,0,0,0,1,0,1,1,0,1,0
7500,2012,14,0,1,0,0,0,0,1,0,1,1,0,1,0
7501,2013,19,0,1,0,0,0,0,1,0,1,1,0,1,0
7502,2014,10,0,1,0,0,0,0,1,0,1,1,0,1,0
7503,2015,1,0,1,0,0,0,0,1,0,1,1,0,1,0
7504,2016,4,0,1,0,0,0,0,1,0,1,1,0,1,0
7505,2017,2,0,1,0,0,0,0,1,0,1,1,0,1,0
7506,2010,1,1,0,0,0,0,0,1,0,1,1,0,1,0
7507,2011,2,1,0,0,0,0,0,1,0,1,1,0,1,0
7508,2012,2,1,0,0,0,0,0,1,0,1,1,0,1,0
7509,2013,9,1,0,0,0,0,0,1,0,1,1,0,1,0
7510,2014,13,1,0,0,0,0,0,1,0,1,1,0,1,0
7511,2015,9,1,0,0,0,0,0,1,0,1,1,0,1,0
7512,2016,12,1,0,0,0,0,0,1,0,1,1,0,1,0
7513,2017,10,1,0,0,0,0,0,1,0,1,1,0,1,0
7514,2010,15,0,0,0,1,1,0,1,0,1,1,0,1,0
7515,2011,22,0,0,0,1,1,0,1,0,1,1,0,1,0
7516,2012,13,0,0,0,1,1,0,1,0,1,1,0,1,0
7517,2013,13,0,0,0,1,1,0,1,0,1,1,0,1,0
7518,2014,31,0,0,0,1,1,0,1,0,1,1,0,1,0
7519,2015,19,0,0,0,1,1,0,1,0,1,1,0,1,0
7520,2016,15,0,0,0,1,1,0,1,0,1,1,0,1,0
7521,2017,26,0,0,0,1,1,0,1,0,1,1,0,1,0
7522,2010,151,0,1,0,1,1,0,1,0,1,1,0,1,0
7523,2011,185,0,1,0,1,1,0,1,0,1,1,0,1,0
7524,2012,181,0,1,0,1,1,0,1,0,1,1,0,1,0
7525,2013,93,0,1,0,1,1,0,1,0,1,1,0,1,0
7526,2014,131,0,1,0,1,1,0,1,0,1,1,0,1,0
7527,2015,115,0,1,0,1,1,0,1,0,1,1,0,1,0
7528,2016,109,0,1,0,1,1,0,1,0,1,1,0,1,0
7529,2017,80,0,1,0,1,1,0,1,0,1,1,0,1,0
7530,2010,21,1,0,0,1,1,0,1,0,1,1,0,1,0
7531,2011,25,1,0,0,1,1,0,1,0,1,1,0,1,0
7532,2012,41,1,0,0,1,1,0,1,0,1,1,0,1,0
7533,2013,167,1,0,0,1,1,0,1,0,1,1,0,1,0
7534,2014,177,1,0,0,1,1,0,1,0,1,1,0,1,0
7535,2015,154,1,0,0,1,1,0,1,0,1,1,0,1,0
7536,2016,143,1,0,0,1,1,0,1,0,1,1,0,1,0
7537,2017,73,1,0,0,1,1,0,1,0,1,1,0,1,0
7538,2010,2,0,0,0,0,0,0,1,0,1,1,0,1,1
7539,2011,14,0,0,0,0,0,0,1,0,1,1,0,1,1
7540,2012,4,0,0,0,0,0,0,1,0,1,1,0,1,1
7541,2013,1,0,0,0,0,0,0,1,0,1,1,0,1,1
7542,2010,8,0,1,0,0,0,0,1,0,1,1,0,1,1
7543,2011,55,0,1,0,0,0,0,1,0,1,1,0,1,1
7544,2012,7,0,1,0,0,0,0,1,0,1,1,0,1,1
7545,2013,3,0,1,0,0,0,0,1,0,1,1,0,1,1
7546,2014,3,0,1,0,0,0,0,1,0,1,1,0,1,1
7547,2015,12,0,1,0,0,0,0,1,0,1,1,0,1,1
7548,2016,1,0,1,0,0,0,0,1,0,1,1,0,1,1
7549,2017,3,0,1,0,0,0,0,1,0,1,1,0,1,1
7550,2010,3,0,0,0,0,0,0,1,0,1,1,1,0,0
7551,2011,1,0,0,0,0,0,0,1,0,1,1,1,0,0
7552,2012,3,0,0,0,0,0,0,1,0,1,1,1,0,0
7553,2013,5,0,0,0,0,0,0,1,0,1,1,1,0,0
7554,2015,1,0,0,0,0,0,0,1,0,1,1,1,0,0
7555,2017,5,0,0,0,0,0,0,1,0,1,1,1,0,0
7556,2010,32,0,1,0,0,0,0,1,0,1,1,1,0,0
7557,2011,18,0,1,0,0,0,0,1,0,1,1,1,0,0
7558,2012,10,0,1,0,0,0,0,1,0,1,1,1,0,0
7559,2013,20,0,1,0,0,0,0,1,0,1,1,1,0,0
7560,2014,3,0,1,0,0,0,0,1,0,1,1,1,0,0
7561,2015,4,0,1,0,0,0,0,1,0,1,1,1,0,0
7562,2016,3,0,1,0,0,0,0,1,0,1,1,1,0,0
7563,2017,3,0,1,0,0,0,0,1,0,1,1,1,0,0
7564,2010,1,1,0,0,0,0,0,1,0,1,1,1,0,0
7565,2011,19,1,0,0,0,0,0,1,0,1,1,1,0,0
7566,2012,36,1,0,0,0,0,0,1,0,1,1,1,0,0
7567,2013,75,1,0,0,0,0,0,1,0,1,1,1,0,0
7568,2014,47,1,0,0,0,0,0,1,0,1,1,1,0,0
7569,2015,29,1,0,0,0,0,0,1,0,1,1,1,0,0
7570,2016,9,1,0,0,0,0,0,1,0,1,1,1,0,0
7571,2017,13,1,0,0,0,0,0,1,0,1,1,1,0,0
7572,2010,7,0,0,0,1,1,0,1,0,1,1,1,0,0
7573,2011,7,0,0,0,1,1,0,1,0,1,1,1,0,0
7574,2012,4,0,0,0,1,1,0,1,0,1,1,1,0,0
7575,2013,3,0,0,0,1,1,0,1,0,1,1,1,0,0
7576,2014,4,0,0,0,1,1,0,1,0,1,1,1,0,0
7577,2015,2,0,0,0,1,1,0,1,0,1,1,1,0,0
7578,2016,6,0,0,0,1,1,0,1,0,1,1,1,0,0
7579,2017,5,0,0,0,1,1,0,1,0,1,1,1,0,0
7580,2010,110,0,1,0,1,1,0,1,0,1,1,1,0,0
7581,2011,130,0,1,0,1,1,0,1,0,1,1,1,0,0
7582,2012,105,0,1,0,1,1,0,1,0,1,1,1,0,0
7583,2013,105,0,1,0,1,1,0,1,0,1,1,1,0,0
7584,2014,84,0,1,0,1,1,0,1,0,1,1,1,0,0
7585,2015,65,0,1,0,1,1,0,1,0,1,1,1,0,0
7586,2016,79,0,1,0,1,1,0,1,0,1,1,1,0,0
7587,2017,92,0,1,0,1,1,0,1,0,1,1,1,0,0
7588,2011,2,1,0,0,1,1,0,1,0,1,1,1,0,0
7589,2014,3,1,0,0,1,1,0,1,0,1,1,1,0,0
7590,2016,1,1,0,0,1,1,0,1,0,1,1,1,0,0
7591,2017,1,1,0,0,1,1,0,1,0,1,1,1,0,0
7592,2010,74,0,0,0,0,0,0,1,0,1,1,1,0,1
7593,2011,89,0,0,0,0,0,0,1,0,1,1,1,0,1
7594,2012,62,0,0,0,0,0,0,1,0,1,1,1,0,1
7595,2013,27,0,0,0,0,0,0,1,0,1,1,1,0,1
