0,1,2,HC_YEAR,target,modified_model,ori_model
0,51,119,2012,1,2.3,1.2
1,51,119,2012,12,11.9,9.2
0,51,119,2015,3,2.8,2
1,51,119,2015,11,8.4,7
2,51,119,2015,2,2,4.3
0,51,119,2016,7,4.4,5.8
1,51,119,2016,6,7.6,5.3
2,51,119,2016,9,8.4,7.6
0,51,121,2010,14,12.3,13.1
1,51,121,2010,171,111.8,169.4
2,51,121,2010,12,14,10.8
0,51,121,2011,17,14.5,13.4
1,51,121,2011,127,98.1,121.4
2,51,121,2011,3,16.2,6.3
0,51,121,2012,9,7.8,8
1,51,121,2012,105,98.7,106
2,51,121,2012,18,19.8,13.6
0,51,121,2013,8,7.8,7.6
1,51,121,2013,128,98.5,118.1
2,51,121,2013,36,41.6,31.6
0,51,121,2014,4,5.2,5
1,51,121,2014,121,114.2,124.3
2,51,121,2014,21,31.1,24.1
0,51,121,2015,8,6.5,7.2
1,51,121,2015,156,114.7,160.9
2,51,121,2015,10,43.7,15.6
0,51,121,2016,12,8.9,6.9
1,51,121,2016,126,93.2,117.4
2,51,121,2016,22,19.2,17
0,51,125,2011,2,2.1,1.9
1,51,125,2011,4,5,2.2
0,51,125,2015,1,1.8,3.7
1,51,125,2015,5,7.7,4.8
2,51,125,2015,2,3,2.4
0,51,125,2016,3,2.7,2.8
1,51,125,2016,13,17.2,9.6
2,51,125,2016,4,7.1,3.1
0,51,127,2010,1,1.1,1.4
1,51,127,2010,10,15.9,10.2
2,51,127,2010,3,2.8,3.8
0,51,127,2011,2,2.7,2
1,51,127,2011,12,13.1,9.6
2,51,127,2011,7,5.6,5.1
0,51,127,2013,1,1.3,1
1,51,127,2013,16,14.2,10.7
2,51,127,2013,6,5.9,8.2
0,51,127,2014,4,3.4,3.4
1,51,127,2014,7,8.4,7.4
2,51,127,2014,17,14,14.8
0,51,127,2015,1,3.1,1.1
1,51,127,2015,9,13.8,10.3
2,51,127,2015,11,11.3,11.7
0,51,127,2016,5,4.3,3.4
1,51,127,2016,8,8.9,9.8
2,51,127,2016,8,8.6,9.9
0,51,131,2014,1,2.9,3.1
1,51,131,2014,3,5.3,5.7
2,51,131,2014,5,4.9,3.4
0,51,133,2010,1,1.2,3.8
1,51,133,2010,4,4.3,18.4
0,51,133,2011,1,1.3,3.7
1,51,133,2011,2,9.3,17.3
0,51,133,2013,2,2.8,3.9
1,51,133,2013,2,3.2,5.1
0,51,133,2015,4,5.3,20.9
1,51,133,2015,28,22.2,22.9
0,51,133,2016,12,10,9.8
1,51,133,2016,46,40.7,33.8
2,51,133,2016,13,13,8.6
0,51,135,2012,2,1.8,1.8
1,51,135,2012,3,5.6,3.6
2,51,135,2012,5,5.4,4.5
0,51,135,2015,2,2.2,1.4
1,51,135,2015,12,11.2,10.2
2,51,135,2015,3,4.3,3.1
0,51,135,2016,1,3.3,1.3
1,51,135,2016,24,19.5,12.5
2,51,135,2016,2,8.1,2.1
0,51,137,2010,5,5.8,4.8
1,51,137,2010,33,33,31.8
2,51,137,2010,1,11.7,1.4
0,51,137,2011,2,4.9,3.8
1,51,137,2011,28,27.4,30.8
0,51,137,2012,12,9,8.5
1,51,137,2012,51,38.9,33.7
2,51,137,2012,3,6.9,2.7
0,51,137,2013,6,5.9,5.3
1,51,137,2013,18,23.8,23.2
2,51,137,2013,18,14.5,21.2
0,51,137,2014,3,4.1,2.7
1,51,137,2014,26,28.6,26.8
2,51,137,2014,20,20.9,24.3
0,51,137,2015,13,11.1,8.5
1,51,137,2015,30,33.7,27.7
2,51,137,2015,48,35.5,41.5
0,51,137,2016,16,16.2,11.7
1,51,137,2016,23,20.2,23.3
2,51,137,2016,39,34.6,39.8
0,51,139,2010,9,17.2,17.1
1,51,139,2010,33,33,39.2
0,51,139,2011,30,26.1,25.5
1,51,139,2011,63,56.4,51
0,51,139,2012,6,8.1,20.9
1,51,139,2012,60,57.9,56
0,51,139,2013,11,13.1,13.3
1,51,139,2013,67,63.9,49.1
2,51,139,2013,6,6.3,5.9
0,51,139,2014,14,14.4,10
1,51,139,2014,39,41.6,32.2
2,51,139,2014,9,7.7,8
0,51,139,2015,4,10.4,2.5
1,51,139,2015,39,36,28.1
2,51,139,2015,2,3.4,5.5
0,51,139,2016,10,10.7,9.3
1,51,139,2016,42,39.4,29.6
2,51,139,2016,2,9.4,3.4
0,51,141,2010,3,3.5,4.7
1,51,141,2010,36,35.5,31.4
0,51,141,2011,8,8.3,6.9
1,51,141,2011,34,32.5,30.8
0,51,141,2012,5,4.7,5.3
1,51,141,2012,48,46.8,42
0,51,141,2013,6,4.8,5.3
1,51,141,2013,32,27,35.2
0,51,141,2014,5,4,3.6
1,51,141,2014,27,26.8,24.4
0,51,141,2015,1,1.8,1.1
1,51,141,2015,27,29,31.4
2,51,141,2015,4,7.2,3.8
0,51,141,2016,3,4.5,2.6
1,51,141,2016,76,65.9,55.9
2,51,141,2016,3,10.6,2.9
0,51,143,2010,2,2.2,2.4
1,51,143,2010,13,15.8,17.8
2,51,143,2010,1,1.2,1.2
0,51,143,2011,4,3.8,3.4
1,51,143,2011,25,26.4,23.8
2,51,143,2011,1,1.3,1.1
0,51,143,2012,2,3.1,3.3
1,51,143,2012,25,36.6,25.1
2,51,143,2012,4,2.8,2.5
0,51,143,2013,9,6,6.8
1,51,143,2013,47,39.2,42.6
2,51,143,2013,1,1.4,1
0,51,143,2014,3,3.6,2.8
1,51,143,2014,23,21.9,23.9
2,51,143,2014,2,2.2,1.9
0,51,143,2015,4,5.3,3.5
1,51,143,2015,32,38.6,29.3
0,51,143,2016,4,6.3,2.4
1,51,143,2016,46,45.9,38.1
2,51,143,2016,1,2.7,1.4
0,51,145,2010,3,2.9,2.5
1,51,145,2010,29,25.8,19.6
2,51,145,2010,2,2.5,1.6
0,51,145,2013,3,4.7,2.4
1,51,145,2013,21,16.2,18
2,51,145,2013,5,9.4,9.7
0,51,145,2014,1,2.3,1.7
1,51,145,2014,24,17.3,23.3
2,51,145,2014,22,20.4,18.3
0,51,145,2015,2,4.8,1.8
1,51,145,2015,13,12.4,16.7
2,51,145,2015,15,13.4,17.9
0,51,145,2016,2,2,2.3
1,51,145,2016,17,17,16.1
2,51,145,2016,22,20,20
0,51,147,2010,1,2.1,1.8
1,51,147,2010,28,23,24
0,51,147,2011,5,5.4,5
1,51,147,2011,23,20,21.6
2,51,147,2011,5,4.9,3.9
0,51,147,2012,8,7.2,5.1
1,51,147,2012,18,18.1,19.1
2,51,147,2012,5,4.2,5.8
0,51,147,2013,1,2.4,4.1
1,51,147,2013,36,30.8,32.4
0,51,147,2014,2,3.4,2.1
1,51,147,2014,28,28.8,28
2,51,147,2014,4,5.2,3.8
0,51,147,2016,2,2.2,1.8
1,51,147,2016,15,18.5,15.8
2,51,147,2016,16,14.2,12
0,51,149,2010,4,5.9,3.4
1,51,149,2010,13,13.4,13.6
2,51,149,2010,4,4,3.1
0,51,149,2011,1,5.4,1.7
1,51,149,2011,24,21.5,16.7
2,51,149,2011,1,1.5,1.9
0,51,149,2012,4,5.4,3.4
1,51,149,2012,15,18.7,16.1
2,51,149,2012,6,7.9,5.6
0,51,149,2013,4,4.6,3.4
1,51,149,2013,37,30.2,26.9
2,51,149,2013,14,12,12.9
0,51,149,2014,1,1.3,1.4
1,51,149,2014,17,16.7,11.8
2,51,149,2014,15,14.1,12.8
0,51,149,2016,2,3.3,1.7
1,51,149,2016,6,12.1,8.1
2,51,149,2016,9,12.2,8.8
0,51,153,2010,12,12.7,13.4
1,51,153,2010,216,221,212.2
2,51,153,2010,66,72.8,79.7
0,51,153,2011,15,14.7,13
1,51,153,2011,197,223.5,198.9
2,51,153,2011,76,101.2,83.7
0,51,153,2012,29,22.9,17.5
1,51,153,2012,268,244.2,253.8
2,51,153,2012,183,160.4,158.7
0,51,153,2013,14,17,12.7
1,51,153,2013,285,269.6,278.2
2,51,153,2013,271,246.8,231.3
0,51,153,2014,29,29.3,30.7
1,51,153,2014,249,239.8,252
2,51,153,2014,255,248.9,243.8
0,51,153,2015,37,49.2,47
1,51,153,2015,192,178.7,227.5
2,51,153,2015,306,263.8,276.4
0,51,153,2016,105,94.1,153.2
1,51,153,2016,133,128.3,175.2
2,51,153,2016,252,252.4,247.7
0,51,155,2010,18,15.8,18.1
1,51,155,2010,204,167.9,179.4
0,51,155,2011,22,17.9,19.2
1,51,155,2011,204,155.1,179.4
2,51,155,2011,3,24.9,2.4
0,51,155,2012,6,7.7,12.2
1,51,155,2012,174,140,180
0,51,155,2013,13,11.6,12.5
1,51,155,2013,175,144.7,163.3
2,51,155,2013,7,7.8,5.4
0,51,155,2014,6,6,6.5
1,51,155,2014,126,122.4,126.4
2,51,155,2014,1,13.1,3.1
0,51,155,2015,7,6.1,4.7
1,51,155,2015,79,74.8,102.7
2,51,155,2015,24,26.3,15.4
0,51,155,2016,19,14.9,12.6
1,51,155,2016,97,83.8,104.1
2,51,155,2016,1,1.9,7.1
0,51,157,2010,4,2.7,2.8
1,51,157,2010,16,11.7,10
2,51,157,2010,1,3.9,1.3
0,51,157,2011,2,2.2,2.1
1,51,157,2011,6,7.2,6.1
2,51,157,2011,1,1.1,1.5
0,51,157,2013,2,1.6,1.8
1,51,157,2013,9,6.4,8.9
2,51,157,2013,1,1.9,1
0,51,163,2010,2,2.4,1.8
1,51,163,2010,16,15.2,16.6
2,51,163,2010,1,5.2,1.3
0,51,163,2011,1,2.7,1.3
1,51,163,2011,15,19.6,14.7
0,51,163,2012,4,3.9,3.5
1,51,163,2012,23,24.2,18
2,51,163,2012,2,3,2.3
0,51,163,2013,3,3.5,3.2
1,51,163,2013,26,22.6,18.9
2,51,163,2013,9,7.3,9
0,51,163,2014,6,5.4,3.3
1,51,163,2014,25,23.1,21
2,51,163,2014,6,6,8.2
0,51,163,2015,4,3.6,2.4
1,51,163,2015,37,37.4,30.3
2,51,163,2015,15,10.1,10.2
0,51,163,2016,3,4.6,2.8
1,51,163,2016,40,21.6,30.7
2,51,163,2016,7,7,9.4
0,51,165,2010,7,7.9,6.6
1,51,165,2010,32,35,38.7
2,51,165,2010,27,26.2,22.9
0,51,165,2011,6,7.1,6.2
1,51,165,2011,47,36.2,41.5
2,51,165,2011,25,25.8,22.5
0,51,165,2012,14,11.8,10.1
1,51,165,2012,54,49.8,46.5
2,51,165,2012,18,22.1,19
0,51,165,2013,10,11.7,9.7
1,51,165,2013,51,56.2,47.4
2,51,165,2013,38,34.7,27.6
0,51,165,2014,6,8.5,6.2
1,51,165,2014,61,56.5,52.6
2,51,165,2014,18,26.4,22.2
0,51,165,2015,9,11.5,7.4
1,51,165,2015,33,39.1,38.3
2,51,165,2015,23,18.9,20.6
0,51,165,2016,8,19.2,4.4
1,51,165,2016,58,53.5,50.5
2,51,165,2016,26,26.3,23
0,51,167,2010,6,7.5,5.3
1,51,167,2010,129,106.1,125.2
0,51,167,2011,12,9.1,8.3
1,51,167,2011,110,95,113.8
2,51,167,2011,3,9.9,2.7
0,51,167,2012,8,6.8,8.1
1,51,167,2012,123,99.9,119.6
0,51,167,2013,4,5.3,3.7
1,51,167,2013,115,91.1,103.4
2,51,167,2013,1,1.5,1.3
0,51,167,2014,5,4.8,4.8
1,51,167,2014,105,88.1,88.6
2,51,167,2014,4,5.7,3.4
0,51,167,2015,3,3.2,2.6
1,51,167,2015,82,73.7,69.2
0,51,167,2016,4,3.4,4.1
1,51,167,2016,58,65.1,65.2
2,51,167,2016,1,9.9,1.8
0,51,169,2010,12,7.2,9.9
1,51,169,2010,184,159.6,174.8
0,51,169,2011,7,5.6,7
1,51,169,2011,209,204.2,187.3
0,51,169,2012,4,5,5.2
1,51,169,2012,138,161.4,147.9
0,51,169,2013,1,1.1,2.5
1,51,169,2013,81,126.8,92.4
0,51,169,2014,2,2.1,1.8
1,51,169,2014,270,264.1,207.4
2,51,169,2014,4,3.5,3.3
0,51,169,2015,2,2.8,1.8
1,51,169,2015,211,209.3,228.7
0,51,169,2016,6,3.6,3.9
1,51,169,2016,131,128.8,155
2,51,169,2016,1,1.9,1.7
0,51,171,2010,16,15.1,15.9
1,51,171,2010,70,64,78.3
2,51,171,2010,16,20.1,20.6
0,51,171,2011,23,15.3,17.3
1,51,171,2011,135,126.6,123.8
2,51,171,2011,29,24.8,24.5
0,51,171,2012,8,9.5,12.3
1,51,171,2012,93,82.4,107
2,51,171,2012,20,35,26.4
0,51,171,2013,6,7.9,7.9
1,51,171,2013,88,85,94.6
2,51,171,2013,59,58.6,55.2
0,51,171,2014,13,11.1,8.8
1,51,171,2014,121,107.8,90.9
2,51,171,2014,60,67.3,59.8
0,51,171,2015,8,5.7,7.1
1,51,171,2015,80,76.5,80.3
2,51,171,2015,47,61.3,48.5
0,51,171,2016,23,15.2,16.4
1,51,171,2016,38,46.4,51
2,51,171,2016,62,29.6,56
0,51,173,2010,5,4.4,3.5
1,51,173,2010,83,75,62.2
2,51,173,2010,4,11.1,3
0,51,173,2011,1,1.6,1
1,51,173,2011,31,40.4,51.8
2,51,173,2011,1,16.8,2.1
0,51,173,2012,3,2.8,2
1,51,173,2012,83,74.3,59.8
0,51,173,2013,5,5.4,3.4
1,51,173,2013,59,59,62.2
0,51,173,2014,5,5.3,6.1
1,51,173,2014,43,60.7,46.2
0,51,173,2015,1,2,1.4
1,51,173,2015,48,62.3,46.6
0,51,173,2016,6,4.6,7.6
1,51,173,2016,98,98.8,57.2
2,51,173,2016,1,2.5,8.8
0,51,175,2012,3,3.4,2.7
1,51,175,2012,12,10.6,7
2,51,175,2012,12,10.6,7.8
0,51,175,2015,3,2.2,2.1
1,51,175,2015,3,15.8,2.5
2,51,175,2015,27,19,22.4
0,51,175,2016,1,2.1,1.4
1,51,175,2016,3,12.3,3
2,51,175,2016,4,5.6,15.5
0,51,177,2010,20,15.9,20.9
1,51,177,2010,170,130.6,181.5
2,51,177,2010,38,50.2,35
0,51,177,2011,27,23.8,23
1,51,177,2011,175,173.2,183.5
2,51,177,2011,28,64.1,28.5
0,51,177,2012,23,19.5,22.7
1,51,177,2012,205,173.7,205
2,51,177,2012,100,111.4,75.9
0,51,177,2013,16,16.1,19.2
1,51,177,2013,151,151.2,167.2
2,51,177,2013,122,122.7,108.4
0,51,177,2014,16,16.3,15.3
1,51,177,2014,136,134.6,138.2
2,51,177,2014,106,122,119.5
0,51,177,2015,39,41.7,41.1
1,51,177,2015,128,120.8,130.4
2,51,177,2015,151,139.3,137.5
0,51,177,2016,83,68.6,66.8
1,51,177,2016,189,169.1,165.4
2,51,177,2016,236,225.7,210.5
0,51,179,2010,13,12,13.5
1,51,179,2010,131,134.6,141.8
2,51,179,2010,22,67.9,37
0,51,179,2011,21,17.9,18.3
1,51,179,2011,167,151.8,152.6
2,51,179,2011,25,54.8,37.9
0,51,179,2012,14,14.6,15.5
1,51,179,2012,205,179.5,178.8
2,51,179,2012,65,69.3,57.9
0,51,179,2013,20,17.7,16.6
1,51,179,2013,159,163.6,140.4
2,51,179,2013,86,95.3,87.1
0,51,179,2014,17,16.3,13.1
1,51,179,2014,111,135,109.6
2,51,179,2014,102,101.8,95.6
0,51,179,2015,30,37.4,15.9
1,51,179,2015,138,147.9,91.8
2,51,179,2015,133,111.6,126.8
0,51,179,2016,57,44.3,29.4
1,51,179,2016,139,123.7,107.3
2,51,179,2016,196,101.2,172.4
0,51,181,2013,2,3.5,1.7
0,51,181,2014,1,2,1.5
0,51,183,2013,3,2.2,2.1
1,51,183,2013,7,7.1,5.6
2,51,183,2013,4,3.7,2.5
0,51,183,2015,1,1,1.2
1,51,183,2015,7,6.6,6.7
2,51,183,2015,6,5.2,4.8
0,51,185,2010,17,17.5,17.3
1,51,185,2010,220,183.2,220
0,51,185,2011,18,16.5,17.6
1,51,185,2011,183,169.3,197.8
0,51,185,2012,8,8.2,10.9
1,51,185,2012,283,292.4,258.6
2,51,185,2012,5,5.8,4.8
0,51,185,2013,15,12.8,12.9
1,51,185,2013,339,369.4,346
2,51,185,2013,5,5.2,6.4
0,51,185,2014,13,12.3,8.3
1,51,185,2014,465,418.8,439.8
2,51,185,2014,7,7,7.4
0,51,185,2015,25,14.3,13.1
1,51,185,2015,432,391.7,433.4
2,51,185,2015,9,12.8,10.3
0,51,185,2016,25,19.5,14.3
1,51,185,2016,380,357.9,390.4
2,51,185,2016,28,23.5,20
0,51,187,2010,15,16,16
1,51,187,2010,151,141.4,174
2,51,187,2010,21,22.2,21.4
0,51,187,2011,22,19.5,19.5
1,51,187,2011,185,178.2,174
2,51,187,2011,25,42.6,24.2
0,51,187,2012,13,16.3,15.7
1,51,187,2012,181,138,173
2,51,187,2012,41,106.9,41
0,51,187,2013,13,16.8,14.8
1,51,187,2013,93,116.4,125.4
2,51,187,2013,167,142.2,141.8
0,51,187,2014,31,27.6,16.4
1,51,187,2014,131,136.4,103.4
2,51,187,2014,177,156.7,172
0,51,187,2015,19,17.4,17.2
1,51,187,2015,115,124.6,104.6
2,51,187,2015,154,147.3,155.2
0,51,187,2016,15,14.4,10.2
1,51,187,2016,109,113.2,101.7
2,51,187,2016,143,134.6,148.6
0,51,191,2010,7,6.8,6.1
1,51,191,2010,110,140.3,100.8
0,51,191,2011,7,6.3,6.1
1,51,191,2011,130,112.9,112.7
2,51,191,2011,2,18.5,8.6
0,51,191,2012,4,4.6,4.4
1,51,191,2012,105,97.2,102.4
0,51,191,2013,3,2.8,4.2
1,51,191,2013,105,85,93.3
0,51,191,2014,4,4,3.6
1,51,191,2014,84,82,74.2
2,51,191,2014,3,16.3,9.9
0,51,191,2015,2,4,2
1,51,191,2015,65,60.8,69.7
0,51,191,2016,6,10.9,5.5
1,51,191,2016,79,83.2,76.2
2,51,191,2016,1,7.6,5.2
0,51,193,2010,2,3.7,2.4
1,51,193,2010,12,12.5,12.3
2,51,193,2010,2,3.1,1.7
0,51,193,2011,4,3.8,3.6
1,51,193,2011,13,13.5,12.7
2,51,193,2011,1,1.6,1.2
0,51,193,2012,4,4.2,9.6
1,51,193,2012,27,22.3,23.2
2,51,193,2012,1,2.1,1.3
0,51,193,2014,5,5.2,5.9
1,51,193,2014,16,21,20.1
2,51,193,2014,19,15.5,11.5
0,51,193,2015,5,5.8,8
1,51,193,2015,23,23.1,20.1
2,51,193,2015,24,19.5,18.5
0,51,193,2016,14,11,13
1,51,193,2016,10,12,13.6
2,51,193,2016,23,19,17
0,51,195,2010,17,14.3,16.2
1,51,195,2010,286,266.1,292.7
0,51,195,2011,12,12.8,12.7
1,51,195,2011,311,243.4,302.7
0,51,195,2012,14,11.9,13.4
1,51,195,2012,323,213,317.7
0,51,195,2013,14,12.5,13.6
1,51,195,2013,351,274.9,339.7
2,51,195,2013,4,73.1,49.2
0,51,195,2014,6,10.4,7.4
1,51,195,2014,275,278.4,284.7
2,51,195,2014,2,55,30.7
0,51,195,2015,6,7.2,5
1,51,195,2015,266,239.8,271.7
2,51,195,2015,4,7.1,32.4
0,51,195,2016,3,15.7,2
1,51,195,2016,107,159.4,208.1
0,51,197,2010,6,6.6,7.7
1,51,197,2010,133,116.6,134.7
2,51,197,2010,1,15.3,2
0,51,197,2011,9,9.9,8.9
1,51,197,2011,144,103.3,138
2,51,197,2011,6,5.5,4.5
0,51,197,2012,16,14.3,13.8
1,51,197,2012,128,129.9,129.6
2,51,197,2012,2,2.7,2.7
0,51,197,2013,17,14.4,15.4
1,51,197,2013,126,121.6,126.6
2,51,197,2013,3,4.4,7.1
0,51,197,2014,13,11,11
1,51,197,2014,201,159.3,201
2,51,197,2014,14,11.5,8.6
0,51,197,2015,10,8.8,10
1,51,197,2015,145,142.3,161.8
2,51,197,2015,7,6.6,7.1
0,51,197,2016,11,8.4,8.8
1,51,197,2016,98,104.5,122.7
2,51,197,2016,10,9.7,9.8
0,51,199,2010,1,1.6,1.1
1,51,199,2010,13,14,102
2,51,199,2010,8,9.5,9.6
0,51,199,2011,1,1.3,1.2
1,51,199,2011,8,28.4,11
2,51,199,2011,16,14.5,13.6
0,51,199,2012,5,3.1,3.4
1,51,199,2012,23,22,20
2,51,199,2012,15,18.4,14.3
0,51,199,2013,3,3.9,2.8
1,51,199,2013,10,10.5,12.8
2,51,199,2013,18,16.6,16.5
0,51,199,2014,7,6.8,4.3
1,51,199,2014,12,11.5,12.7
2,51,199,2014,4,9.1,5.2
0,51,199,2015,2,4.4,4.6
1,51,199,2015,12,27.7,15.6
2,51,199,2015,28,28,26.6
0,51,199,2016,11,8.7,8.6
1,51,199,2016,30,35.6,24.6
2,51,199,2016,26,21.9,28
0,51,510,2010,2,2.4,2
1,51,510,2010,10,5.6,8.2
2,51,510,2010,5,7.1,5.6
0,51,510,2013,1,5.2,1.2
1,51,510,2013,2,7.6,2.8
2,51,510,2013,16,14,13.2
0,51,510,2016,10,9.5,7.3
1,51,510,2016,4,13.2,3.6
2,51,510,2016,15,13.7,10.1
0,51,520,2010,7,7.4,5.3
1,51,520,2010,108,86.9,97.5
0,51,520,2013,2,3.3,2.5
1,51,520,2013,97,74.8,79.7
0,51,530,2010,1,1.5,1.3
1,51,530,2010,5,9.9,4.8
0,51,530,2013,1,1.8,1
1,51,530,2013,16,8.5,13.2
2,51,530,2013,5,4.2,3.5
0,51,530,2016,1,1.1,1.2
2,51,530,2016,5,5.1,5
0,51,540,2010,1,4.8,1.4
1,51,540,2010,10,8.6,8.1
2,51,540,2010,3,4,2.9
0,51,540,2013,5,4.4,3.9
1,51,540,2013,10,9,7.7
2,51,540,2013,20,12.5,8.6
0,51,540,2014,2,5.3,2.4
1,51,540,2014,1,6.9,1.4
2,51,540,2014,1,1.2,3
0,51,540,2016,1,4.7,1.6
2,51,540,2016,2,3.8,3.7
0,51,550,2010,8,6.8,4
1,51,550,2010,40,41.6,31.2
2,51,550,2010,119,110,107.2
0,51,550,2011,1,3.4,1.7
1,51,550,2011,1,31.2,15.1
2,51,550,2011,6,53,39.4
0,51,550,2013,13,10.7,5.8
1,51,550,2013,64,54.8,42.9
2,51,550,2013,164,156,117.8
0,51,550,2014,4,7.3,4.5
1,51,550,2014,5,26.6,6.5
2,51,550,2014,10,15.6,40.8
0,51,550,2016,17,40.5,15.6
1,51,550,2016,10,12.7,9.5
2,51,550,2016,33,63.3,46.1
0,51,570,2010,3,3.1,2.5
1,51,570,2010,27,21.8,22.5
2,51,570,2010,13,12.6,10
0,51,570,2013,2,2.1,1.9
1,51,570,2013,61,51.4,30.6
2,51,570,2013,17,15.3,13.8
0,51,570,2016,1,1.1,1.4
1,51,570,2016,3,22.3,2.6
0,51,590,2010,11,9.4,9.2
1,51,590,2010,28,59.6,25.3
2,51,590,2010,3,6.5,2.5
0,51,590,2013,7,7.6,6.8
1,51,590,2013,39,66.2,28.3
2,51,590,2013,1,32,1
0,51,600,2010,3,2.4,2.3
1,51,600,2010,15,11.4,11.8
2,51,600,2010,20,12.7,14.4
0,51,600,2012,1,1,1.2
1,51,600,2012,6,11.3,6.3
0,51,600,2013,1,2.6,1.2
1,51,600,2013,3,3.5,2.8
2,51,600,2013,11,9.3,5.3
0,51,600,2016,4,3.9,3
1,51,600,2016,9,8,7.8
2,51,600,2016,12,10,8.9
0,51,610,2010,1,1.9,1.2
1,51,610,2010,3,10.2,3.2
2,51,610,2010,3,7.5,2.1
0,51,620,2014,2,2.6,2
1,51,620,2014,1,3.2,1.8
2,51,620,2014,3,4.2,4.1
0,51,620,2016,1,2.7,1.2
2,51,620,2016,4,5.3,3
0,51,630,2010,5,4.9,4.4
1,51,630,2010,37,44,32.8
2,51,630,2010,8,6.1,6
0,51,630,2013,7,7.1,5.3
1,51,630,2013,33,31.8,29.9
2,51,630,2013,37,30.2,28.4
0,51,630,2016,1,7.5,1.8
1,51,630,2016,5,5.5,7.3
2,51,630,2016,9,7.8,14.9
0,51,640,2010,1,1,1.3
1,51,640,2010,3,3,3
0,51,650,2010,7,7.2,4.9
1,51,650,2010,18,24.5,18.8
2,51,650,2010,41,52.7,44.1
0,51,650,2013,9,9.3,6.4
1,51,650,2013,41,31.3,33.2
2,51,650,2013,93,82.5,77.4
0,51,650,2015,2,12.2,1.8
2,51,650,2015,10,14,20.8
0,51,650,2016,3,12.1,2.6
1,51,650,2016,4,11.4,3.5
2,51,650,2016,18,17,23.6
0,51,660,2010,1,2.4,1.3
1,51,660,2010,3,4.5,3.3
2,51,660,2010,4,4.4,6.8
0,51,660,2013,2,5.1,1.8
1,51,660,2013,11,8.1,5.6
2,51,660,2013,2,9.5,1.8
0,51,670,2014,1,1.8,1.5
1,51,670,2014,5,5.6,3.5
2,51,670,2014,2,2.3,3.2
0,51,680,2010,2,3.1,2.8
1,51,680,2010,26,61.3,35.1
2,51,680,2010,19,32.8,8.3
0,51,680,2013,6,6.8,5.5
1,51,680,2013,77,66.1,55.2
2,51,680,2013,37,33.3,31.7
0,51,680,2016,1,2.9,1.4
1,51,680,2016,11,19.6,8.5
2,51,680,2016,6,16.1,8.3
0,51,683,2015,1,5.2,1.1
1,51,683,2015,1,6.1,1.1
2,51,683,2015,2,5.2,3.6
0,51,683,2016,1,4.9,1.8
2,51,683,2016,3,6.5,3.7
0,51,690,2010,1,2.7,1.2
1,51,690,2010,7,11.1,8.6
0,51,690,2013,3,3.4,2.2
1,51,690,2013,33,20.8,15.4
0,51,700,2010,16,14.3,10.4
1,51,700,2010,87,74.3,73.4
2,51,700,2010,126,91.6,79.8
0,51,700,2012,2,3.4,6.8
2,51,700,2012,9,15.3,9.1
0,51,700,2013,19,12.1,17
1,51,700,2013,74,56.7,69.7
2,51,700,2013,93,57.7,53
0,51,700,2014,3,5.6,4.3
1,51,700,2014,5,8.2,11.6
2,51,700,2014,14,19.1,29.4
0,51,700,2016,10,9.4,6.1
1,51,700,2016,6,8.6,5.2
2,51,700,2016,28,23.7,20
0,51,710,2010,3,6.4,9
1,51,710,2010,23,20.8,19.2
2,51,710,2010,134,120.3,100.1
0,51,710,2013,24,15,19.5
1,51,710,2013,30,54.6,22
2,51,710,2013,178,112.4,143.5
0,51,710,2014,1,3.4,1.3
1,51,710,2014,5,5.2,4.2
2,51,710,2014,8,10,58.5
0,51,710,2015,4,5.5,2.9
2,51,710,2015,12,28.3,20.5
0,51,710,2016,16,13.6,11.7
1,51,710,2016,1,7.8,2
2,51,710,2016,43,68.9,36.8
0,51,730,2010,2,6.3,1.8
1,51,730,2010,8,26.1,9.6
2,51,730,2010,13,7.4,9.5
0,51,730,2013,2,4.9,1.8
1,51,730,2013,18,18.7,13.9
2,51,730,2013,43,28.5,39.3
0,51,735,2010,1,1.2,1.3
1,51,735,2010,4,3.6,4.8
2,51,735,2010,4,3.2,3.1
0,51,740,2010,2,2,1.7
1,51,740,2010,24,87.4,22.5
2,51,740,2010,214,148.7,193
0,51,740,2012,1,2.1,1.9
2,51,740,2012,4,29.9,3.8
0,51,740,2013,5,6.3,3.9
1,51,740,2013,30,39.5,23.8
2,51,740,2013,175,157.8,106.5
0,51,740,2014,1,2.5,2.6
1,51,740,2014,9,19.4,6.7
2,51,740,2014,58,47.2,70.6
0,51,740,2015,5,7.2,4.2
1,51,740,2015,1,6,1.8
2,51,740,2015,5,29,17.8
0,51,740,2016,14,11.3,9
1,51,740,2016,2,8.8,2.8
2,51,740,2016,29,30,24.5
0,51,750,2010,2,2.2,2.5
1,51,750,2010,29,22.3,20
2,51,750,2010,1,1,1.1
0,51,750,2013,5,4.1,4.2
1,51,750,2013,35,26.4,30.5
2,51,750,2013,1,3.2,1
0,51,750,2014,2,2.1,2.6
0,51,760,2010,42,24.6,25.9
1,51,760,2010,224,220.7,136.2
2,51,760,2010,333,311.2,345.1
0,51,760,2012,2,7.3,5.9
1,51,760,2012,9,29,29.1
0,51,760,2013,28,18,21.5
1,51,760,2013,216,204.9,173.9
2,51,760,2013,519,282.6,300.5
0,51,760,2014,4,15.9,6.2
