0,1,2,HC_YEAR,target
2,42,79,2016,658
0,42,81,2010,8
1,42,81,2010,29
2,42,81,2010,101
0,42,81,2011,5
1,42,81,2011,27
2,42,81,2011,88
0,42,81,2012,1
1,42,81,2012,22
2,42,81,2012,110
0,42,81,2013,3
1,42,81,2013,34
2,42,81,2013,224
0,42,81,2014,10
1,42,81,2014,33
2,42,81,2014,213
0,42,81,2015,11
1,42,81,2015,11
2,42,81,2015,191
0,42,81,2016,62
1,42,81,2016,39
2,42,81,2016,239
0,42,83,2010,8
1,42,83,2010,65
2,42,83,2010,3
0,42,83,2011,2
1,42,83,2011,25
2,42,83,2011,3
0,42,83,2012,1
1,42,83,2012,23
2,42,83,2012,1
0,42,83,2013,2
1,42,83,2013,31
2,42,83,2013,3
0,42,83,2014,3
1,42,83,2014,33
0,42,83,2015,14
1,42,83,2015,17
2,42,83,2015,16
0,42,83,2016,33
1,42,83,2016,22
2,42,83,2016,8
0,42,85,2010,2
1,42,85,2010,57
2,42,85,2010,10
0,42,85,2011,3
1,42,85,2011,52
2,42,85,2011,32
0,42,85,2012,5
1,42,85,2012,42
2,42,85,2012,50
0,42,85,2013,9
1,42,85,2013,33
2,42,85,2013,41
0,42,85,2014,8
1,42,85,2014,38
2,42,85,2014,75
0,42,85,2015,13
1,42,85,2015,25
2,42,85,2015,85
0,42,85,2016,14
1,42,85,2016,26
2,42,85,2016,41
0,42,87,2010,2
1,42,87,2010,19
2,42,87,2010,5
0,42,87,2011,1
1,42,87,2011,26
2,42,87,2011,5
0,42,87,2012,3
1,42,87,2012,22
2,42,87,2012,12
0,42,87,2013,3
1,42,87,2013,6
2,42,87,2013,12
0,42,87,2014,1
1,42,87,2014,11
2,42,87,2014,21
0,42,87,2015,3
1,42,87,2015,15
2,42,87,2015,17
0,42,87,2016,4
1,42,87,2016,18
2,42,87,2016,22
0,42,89,2010,7
1,42,89,2010,57
2,42,89,2010,88
0,42,89,2011,9
1,42,89,2011,58
2,42,89,2011,79
0,42,89,2012,7
1,42,89,2012,99
2,42,89,2012,75
0,42,89,2013,4
1,42,89,2013,69
2,42,89,2013,167
0,42,89,2014,7
1,42,89,2014,46
2,42,89,2014,191
0,42,89,2015,40
1,42,89,2015,31
2,42,89,2015,234
0,42,89,2016,25
1,42,89,2016,15
2,42,89,2016,180
0,42,91,2010,2
1,42,91,2010,21
2,42,91,2010,83
0,42,91,2011,3
1,42,91,2011,53
2,42,91,2011,59
0,42,91,2012,3
1,42,91,2012,31
2,42,91,2012,63
0,42,91,2013,7
1,42,91,2013,34
2,42,91,2013,54
0,42,91,2015,7
1,42,91,2015,25
2,42,91,2015,28
0,42,91,2016,9
1,42,91,2016,9
2,42,91,2016,70
0,42,93,2010,1
2,42,93,2010,1
0,42,93,2013,1
1,42,93,2013,9
2,42,93,2013,30
0,42,93,2016,2
1,42,93,2016,1
2,42,93,2016,6
0,42,95,2010,4
1,42,95,2010,60
2,42,95,2010,343
0,42,95,2011,8
1,42,95,2011,69
2,42,95,2011,234
0,42,95,2012,2
1,42,95,2012,38
2,42,95,2012,205
0,42,95,2013,2
1,42,95,2013,25
2,42,95,2013,180
0,42,95,2015,8
1,42,95,2015,21
2,42,95,2015,103
0,42,95,2016,30
1,42,95,2016,29
2,42,95,2016,180
0,42,97,2010,2
1,42,97,2010,14
2,42,97,2010,21
0,42,97,2011,2
1,42,97,2011,22
2,42,97,2011,25
0,42,97,2012,9
1,42,97,2012,39
2,42,97,2012,45
0,42,97,2013,4
1,42,97,2013,23
2,42,97,2013,33
0,42,97,2014,4
1,42,97,2014,32
2,42,97,2014,93
0,42,97,2015,7
1,42,97,2015,15
2,42,97,2015,54
0,42,97,2016,10
1,42,97,2016,12
2,42,97,2016,56
0,42,99,2010,2
1,42,99,2010,30
2,42,99,2010,11
0,42,99,2011,3
1,42,99,2011,44
2,42,99,2011,23
0,42,99,2012,2
1,42,99,2012,42
2,42,99,2012,22
0,42,99,2013,4
1,42,99,2013,12
2,42,99,2013,35
0,42,99,2014,1
1,42,99,2014,13
2,42,99,2014,68
0,42,99,2015,5
1,42,99,2015,9
2,42,99,2015,29
0,42,99,2016,20
1,42,99,2016,9
2,42,99,2016,73
0,42,101,2010,141
1,42,101,2010,2208
2,42,101,2010,3910
0,42,101,2011,102
1,42,101,2011,2348
2,42,101,2011,3508
0,42,101,2012,94
1,42,101,2012,1977
2,42,101,2012,3659
0,42,101,2013,67
1,42,101,2013,1557
2,42,101,2013,3519
0,42,101,2014,96
1,42,101,2014,1416
2,42,101,2014,3297
0,42,101,2015,235
1,42,101,2015,1480
2,42,101,2015,4985
0,42,101,2016,803
1,42,101,2016,1177
2,42,101,2016,5075
0,42,103,2010,2
1,42,103,2010,16
2,42,103,2010,35
0,42,103,2011,1
1,42,103,2011,35
2,42,103,2011,24
0,42,103,2013,1
1,42,103,2013,5
2,42,103,2013,40
0,42,103,2016,2
1,42,103,2016,6
2,42,103,2016,29
0,42,105,2010,6
1,42,105,2010,22
0,42,105,2011,1
1,42,105,2011,27
2,42,105,2011,3
0,42,105,2012,2
1,42,105,2012,25
2,42,105,2012,12
0,42,105,2013,2
1,42,105,2013,16
2,42,105,2013,13
0,42,105,2014,1
1,42,105,2014,4
2,42,105,2014,14
0,42,105,2015,5
1,42,105,2015,5
2,42,105,2015,35
0,42,105,2016,2
1,42,105,2016,10
2,42,105,2016,8
0,42,107,2010,4
1,42,107,2010,66
2,42,107,2010,49
0,42,107,2011,11
1,42,107,2011,117
2,42,107,2011,78
0,42,107,2012,10
1,42,107,2012,94
2,42,107,2012,98
0,42,107,2013,5
1,42,107,2013,85
2,42,107,2013,130
0,42,107,2014,14
1,42,107,2014,100
2,42,107,2014,210
0,42,107,2015,40
1,42,107,2015,125
2,42,107,2015,386
0,42,107,2016,99
1,42,107,2016,131
2,42,107,2016,289
0,42,109,2010,1
1,42,109,2010,1
2,42,109,2010,3
0,42,109,2011,2
1,42,109,2011,9
2,42,109,2011,7
0,42,109,2013,2
1,42,109,2013,16
2,42,109,2013,26
0,42,109,2014,3
1,42,109,2014,6
2,42,109,2014,8
0,42,109,2015,1
1,42,109,2015,4
2,42,109,2015,6
0,42,109,2016,7
1,42,109,2016,9
2,42,109,2016,27
0,42,111,2010,2
1,42,111,2010,27
2,42,111,2010,34
0,42,111,2011,7
1,42,111,2011,39
2,42,111,2011,46
0,42,111,2013,4
1,42,111,2013,28
2,42,111,2013,69
0,42,111,2014,2
1,42,111,2014,16
2,42,111,2014,86
0,42,111,2015,6
1,42,111,2015,18
2,42,111,2015,56
0,42,111,2016,15
1,42,111,2016,17
2,42,111,2016,66
0,42,113,2010,1
1,42,113,2010,2
0,42,115,2010,1
1,42,115,2010,2
2,42,115,2010,10
0,42,115,2012,2
1,42,115,2012,13
2,42,115,2012,32
0,42,115,2013,2
1,42,115,2013,5
2,42,115,2013,14
0,42,115,2014,4
1,42,115,2014,22
2,42,115,2014,37
0,42,115,2015,3
1,42,115,2015,11
2,42,115,2015,33
0,42,115,2016,11
1,42,115,2016,11
2,42,115,2016,26
0,42,117,2011,2
1,42,117,2011,13
2,42,117,2011,4
0,42,117,2012,1
1,42,117,2012,2
2,42,117,2012,5
0,42,117,2013,2
1,42,117,2013,8
2,42,117,2013,28
0,42,117,2014,1
1,42,117,2014,5
2,42,117,2014,6
0,42,117,2015,1
1,42,117,2015,15
2,42,117,2015,19
0,42,117,2016,2
2,42,117,2016,5
0,42,119,2010,3
1,42,119,2010,6
0,42,119,2011,4
1,42,119,2011,8
2,42,119,2011,5
0,42,119,2013,1
2,42,119,2013,6
0,42,119,2014,1
1,42,119,2014,5
2,42,119,2014,3
0,42,119,2016,1
1,42,119,2016,3
2,42,119,2016,5
0,42,121,2010,6
1,42,121,2010,33
2,42,121,2010,15
0,42,121,2011,3
1,42,121,2011,49
2,42,121,2011,17
0,42,121,2012,2
1,42,121,2012,30
2,42,121,2012,35
0,42,121,2013,4
1,42,121,2013,29
2,42,121,2013,39
0,42,121,2014,1
1,42,121,2014,19
2,42,121,2014,34
0,42,121,2015,2
1,42,121,2015,19
2,42,121,2015,59
0,42,121,2016,14
1,42,121,2016,21
2,42,121,2016,39
0,42,123,2010,3
1,42,123,2010,63
2,42,123,2010,11
0,42,123,2012,8
1,42,123,2012,32
2,42,123,2012,1
0,42,123,2014,1
1,42,123,2014,9
2,42,123,2014,18
0,42,123,2015,3
1,42,123,2015,6
2,42,123,2015,5
0,42,125,2010,7
1,42,125,2010,121
2,42,125,2010,132
0,42,125,2011,7
1,42,125,2011,108
2,42,125,2011,89
0,42,125,2012,10
1,42,125,2012,78
2,42,125,2012,161
0,42,125,2013,4
1,42,125,2013,72
2,42,125,2013,281
0,42,125,2014,14
1,42,125,2014,68
2,42,125,2014,398
0,42,125,2015,19
1,42,125,2015,89
2,42,125,2015,382
0,42,125,2016,100
1,42,125,2016,62
2,42,125,2016,372
0,42,127,2010,2
1,42,127,2010,20
2,42,127,2010,15
0,42,127,2011,2
1,42,127,2011,10
2,42,127,2011,21
0,42,127,2012,1
1,42,127,2012,27
2,42,127,2012,29
0,42,127,2014,1
1,42,127,2014,7
2,42,127,2014,44
0,42,127,2015,2
1,42,127,2015,3
2,42,127,2015,29
0,42,127,2016,9
1,42,127,2016,12
2,42,127,2016,27
0,42,129,2010,28
1,42,129,2010,229
2,42,129,2010,241
0,42,129,2011,10
1,42,129,2011,164
2,42,129,2011,270
0,42,129,2012,10
1,42,129,2012,128
2,42,129,2012,364
0,42,129,2013,13
1,42,129,2013,127
2,42,129,2013,552
0,42,129,2014,20
1,42,129,2014,103
2,42,129,2014,555
0,42,129,2015,47
1,42,129,2015,59
2,42,129,2015,421
0,42,129,2016,138
1,42,129,2016,73
2,42,129,2016,428
0,42,131,2010,1
1,42,131,2010,20
2,42,131,2010,18
0,42,131,2011,4
1,42,131,2011,11
2,42,131,2011,17
0,42,131,2012,3
1,42,131,2012,19
2,42,131,2012,17
0,42,131,2013,2
1,42,131,2013,11
2,42,131,2013,17
0,42,131,2014,2
1,42,131,2014,19
2,42,131,2014,58
0,42,131,2015,2
1,42,131,2015,11
2,42,131,2015,27
0,42,131,2016,11
1,42,131,2016,19
2,42,131,2016,32
0,42,133,2010,26
1,42,133,2010,192
2,42,133,2010,285
0,42,133,2011,19
1,42,133,2011,150
2,42,133,2011,317
0,42,133,2012,22
1,42,133,2012,192
2,42,133,2012,491
0,42,133,2013,24
1,42,133,2013,196
2,42,133,2013,671
0,42,133,2014,69
1,42,133,2014,175
2,42,133,2014,720
0,42,133,2015,90
1,42,133,2015,191
2,42,133,2015,849
0,42,133,2016,145
1,42,133,2016,158
2,42,133,2016,695
0,51,1,2010,1
1,51,1,2010,8
0,51,1,2011,4
1,51,1,2011,33
2,51,1,2011,1
0,51,1,2012,3
1,51,1,2012,15
2,51,1,2012,5
0,51,1,2013,1
2,51,1,2013,2
0,51,1,2014,2
1,51,1,2014,7
2,51,1,2014,38
0,51,1,2016,6
1,51,1,2016,9
2,51,1,2016,13
0,51,3,2010,3
1,51,3,2010,13
2,51,3,2010,4
0,51,3,2012,2
1,51,3,2012,11
2,51,3,2012,2
0,51,3,2013,1
1,51,3,2013,17
2,51,3,2013,2
0,51,3,2014,6
1,51,3,2014,19
2,51,3,2014,17
0,51,3,2015,12
1,51,3,2015,16
2,51,3,2015,13
0,51,3,2016,9
1,51,3,2016,15
2,51,3,2016,36
0,51,5,2010,9
1,51,5,2010,25
0,51,5,2011,1
1,51,5,2011,34
2,51,5,2011,1
0,51,5,2013,1
1,51,5,2013,13
2,51,5,2013,5
0,51,5,2014,6
1,51,5,2014,44
2,51,5,2014,14
0,51,5,2015,4
1,51,5,2015,43
2,51,5,2015,16
0,51,5,2016,4
1,51,5,2016,32
2,51,5,2016,12
0,51,7,2010,1
1,51,7,2010,6
2,51,7,2010,1
0,51,7,2013,5
1,51,7,2013,25
2,51,7,2013,1
0,51,7,2014,1
1,51,7,2014,5
0,51,9,2010,2
1,51,9,2010,55
2,51,9,2010,7
0,51,9,2011,4
1,51,9,2011,22
0,51,9,2012,1
1,51,9,2012,58
0,51,9,2013,3
1,51,9,2013,65
2,51,9,2013,3
0,51,9,2014,9
1,51,9,2014,23
2,51,9,2014,3
0,51,9,2015,2
1,51,9,2015,29
2,51,9,2015,3
0,51,9,2016,4
1,51,9,2016,20
2,51,9,2016,6
0,51,11,2011,1
1,51,11,2011,4
0,51,11,2013,1
1,51,11,2013,5
2,51,11,2013,1
0,51,11,2014,2
1,51,11,2014,13
2,51,11,2014,2
0,51,11,2016,5
1,51,11,2016,24
2,51,11,2016,6
0,51,13,2010,6
1,51,13,2010,65
2,51,13,2010,41
0,51,13,2011,10
1,51,13,2011,57
2,51,13,2011,44
0,51,13,2012,2
1,51,13,2012,59
2,51,13,2012,51
0,51,13,2013,13
1,51,13,2013,69
2,51,13,2013,54
0,51,13,2014,5
1,51,13,2014,58
2,51,13,2014,73
0,51,13,2015,13
1,51,13,2015,69
2,51,13,2015,84
0,51,13,2016,37
1,51,13,2016,61
2,51,13,2016,126
0,51,15,2010,6
1,51,15,2010,29
0,51,15,2011,5
1,51,15,2011,33
2,51,15,2011,3
0,51,15,2012,7
1,51,15,2012,25
2,51,15,2012,1
0,51,15,2013,4
1,51,15,2013,9
2,51,15,2013,4
0,51,15,2014,10
1,51,15,2014,62
2,51,15,2014,15
0,51,15,2015,6
1,51,15,2015,29
2,51,15,2015,24
0,51,15,2016,19
1,51,15,2016,54
2,51,15,2016,15
0,51,17,2010,3
1,51,17,2010,15
0,51,17,2011,1
1,51,17,2011,13
2,51,17,2011,5
0,51,17,2013,1
1,51,17,2013,3
0,51,17,2015,1
1,51,17,2015,4
0,51,17,2016,1
1,51,17,2016,1
0,51,19,2010,6
1,51,19,2010,31
2,51,19,2010,3
0,51,19,2011,12
1,51,19,2011,59
2,51,19,2011,4
0,51,19,2012,11
1,51,19,2012,75
2,51,19,2012,7
0,51,19,2013,17
1,51,19,2013,92
2,51,19,2013,13
0,51,19,2014,7
1,51,19,2014,105
2,51,19,2014,14
0,51,19,2015,6
1,51,19,2015,77
2,51,19,2015,22
0,51,19,2016,4
1,51,19,2016,46
2,51,19,2016,13
0,51,21,2010,2
1,51,21,2010,10
0,51,21,2012,2
1,51,21,2012,16
0,51,21,2014,1
1,51,21,2014,4
2,51,21,2014,1
0,51,23,2010,2
1,51,23,2010,34
2,51,23,2010,20
0,51,23,2011,3
1,51,23,2011,64
2,51,23,2011,12
0,51,23,2012,4
1,51,23,2012,55
2,51,23,2012,9
0,51,23,2013,3
1,51,23,2013,37
2,51,23,2013,11
0,51,23,2014,5
1,51,23,2014,67
2,51,23,2014,24
0,51,23,2015,2
1,51,23,2015,29
2,51,23,2015,23
0,51,23,2016,5
1,51,23,2016,35
2,51,23,2016,37
0,51,25,2010,1
1,51,25,2010,2
2,51,25,2010,4
0,51,25,2012,2
1,51,25,2012,19
2,51,25,2012,5
0,51,25,2013,2
1,51,25,2013,24
2,51,25,2013,4
0,51,25,2014,2
1,51,25,2014,9
2,51,25,2014,7
0,51,25,2015,1
1,51,25,2015,8
0,51,25,2016,3
1,51,25,2016,10
2,51,25,2016,7
0,51,27,2010,12
1,51,27,2010,131
0,51,27,2011,14
1,51,27,2011,84
0,51,27,2012,2
1,51,27,2012,112
0,51,27,2013,7
1,51,27,2013,121
2,51,27,2013,1
0,51,27,2014,8
1,51,27,2014,109
0,51,27,2015,1
1,51,27,2015,145
0,51,27,2016,2
1,51,27,2016,153
2,51,27,2016,4
0,51,29,2010,4
1,51,29,2010,14
2,51,29,2010,1
0,51,29,2011,6
1,51,29,2011,12
2,51,29,2011,3
0,51,29,2012,2
1,51,29,2012,13
2,51,29,2012,1
0,51,29,2013,3
1,51,29,2013,13
2,51,29,2013,2
0,51,29,2014,3
1,51,29,2014,5
2,51,29,2014,5
0,51,29,2016,1
1,51,29,2016,16
2,51,29,2016,2
0,51,31,2010,5
1,51,31,2010,13
0,51,31,2011,1
1,51,31,2011,21
0,51,31,2012,5
1,51,31,2012,45
2,51,31,2012,1
0,51,31,2013,4
1,51,31,2013,29
2,51,31,2013,8
0,51,31,2014,3
1,51,31,2014,34
2,51,31,2014,18
0,51,31,2016,2
1,51,31,2016,34
2,51,31,2016,11
0,51,33,2011,3
1,51,33,2011,36
2,51,33,2011,11
0,51,33,2012,3
1,51,33,2012,40
2,51,33,2012,11
0,51,33,2013,3
1,51,33,2013,25
2,51,33,2013,7
0,51,33,2014,3
1,51,33,2014,24
2,51,33,2014,21
0,51,33,2015,5
1,51,33,2015,19
2,51,33,2015,16
0,51,33,2016,7
1,51,33,2016,31
2,51,33,2016,33
0,51,35,2011,3
1,51,35,2011,42
0,51,35,2012,6
1,51,35,2012,74
2,51,35,2012,1
0,51,35,2013,3
1,51,35,2013,52
0,51,35,2014,4
1,51,35,2014,45
2,51,35,2014,3
0,51,35,2015,7
1,51,35,2015,50
2,51,35,2015,1
0,51,35,2016,9
1,51,35,2016,46
2,51,35,2016,3
0,51,37,2012,6
1,51,37,2012,13
0,51,37,2013,8
1,51,37,2013,50
2,51,37,2013,5
0,51,37,2015,4
1,51,37,2015,23
2,51,37,2015,8
0,51,37,2016,1
1,51,37,2016,5
2,51,37,2016,7
0,51,41,2010,13
1,51,41,2010,135
2,51,41,2010,69
0,51,41,2011,11
1,51,41,2011,180
2,51,41,2011,98
0,51,41,2012,22
1,51,41,2012,200
2,51,41,2012,139
0,51,41,2013,10
1,51,41,2013,206
2,51,41,2013,225
0,51,41,2014,21
1,51,41,2014,270
2,51,41,2014,310
0,51,41,2015,32
1,51,41,2015,188
2,51,41,2015,373
0,51,41,2016,151
1,51,41,2016,189
2,51,41,2016,477
0,51,43,2010,1
1,51,43,2010,3
2,51,43,2010,4
0,51,43,2011,1
1,51,43,2011,11
2,51,43,2011,1
0,51,43,2013,1
1,51,43,2013,10
2,51,43,2013,9
0,51,43,2014,8
1,51,43,2014,10
2,51,43,2014,15
0,51,43,2016,2
1,51,43,2016,3
2,51,43,2016,7
0,51,45,2010,2
1,51,45,2010,13
2,51,45,2010,12
0,51,45,2011,2
1,51,45,2011,3
0,51,45,2014,1
1,51,45,2014,5
2,51,45,2014,1
0,51,47,2010,17
1,51,47,2010,66
2,51,47,2010,18
0,51,47,2011,11
1,51,47,2011,78
2,51,47,2011,12
0,51,47,2012,11
1,51,47,2012,112
2,51,47,2012,30
0,51,47,2013,13
1,51,47,2013,46
2,51,47,2013,81
0,51,47,2014,11
1,51,47,2014,52
2,51,47,2014,94
0,51,47,2015,9
1,51,47,2015,37
2,51,47,2015,90
0,51,47,2016,34
1,51,47,2016,38
2,51,47,2016,132
0,51,49,2010,3
1,51,49,2010,3
2,51,49,2010,2
0,51,49,2011,2
1,51,49,2011,2
0,51,49,2013,3
1,51,49,2013,12
2,51,49,2013,1
0,51,49,2014,2
1,51,49,2014,7
2,51,49,2014,3
0,51,49,2015,1
1,51,49,2015,6
0,51,49,2016,1
1,51,49,2016,4
2,51,49,2016,4
0,51,51,2010,2
1,51,51,2010,76
0,51,51,2011,4
1,51,51,2011,60
0,51,51,2012,1
1,51,51,2012,36
0,51,51,2014,3
1,51,51,2014,79
0,51,51,2015,2
1,51,51,2015,52
0,51,53,2010,2
1,51,53,2010,11
0,51,53,2013,1
1,51,53,2013,4
2,51,53,2013,1
0,51,53,2015,1
1,51,53,2015,11
2,51,53,2015,3
0,51,53,2016,1
1,51,53,2016,3
2,51,53,2016,4
0,51,57,2012,3
1,51,57,2012,18
2,51,57,2012,1
0,51,57,2015,1
1,51,57,2015,3
2,51,57,2015,1
0,51,57,2016,1
1,51,57,2016,5
2,51,57,2016,2
0,51,59,2010,25
1,51,59,2010,256
2,51,59,2010,102
0,51,59,2011,36
1,51,59,2011,340
2,51,59,2011,157
0,51,59,2012,29
1,51,59,2012,350
2,51,59,2012,246
0,51,59,2013,34
1,51,59,2013,309
2,51,59,2013,265
0,51,59,2014,37
1,51,59,2014,205
2,51,59,2014,272
0,51,59,2015,39
1,51,59,2015,222
2,51,59,2015,340
0,51,59,2016,180
1,51,59,2016,222
2,51,59,2016,432
0,51,61,2010,16
1,51,61,2010,63
2,51,61,2010,33
0,51,61,2011,17
1,51,61,2011,106
2,51,61,2011,55
0,51,61,2012,14
1,51,61,2012,117
2,51,61,2012,54
0,51,61,2013,8
1,51,61,2013,102
2,51,61,2013,106
0,51,61,2014,9
1,51,61,2014,56
2,51,61,2014,67
0,51,61,2015,19
1,51,61,2015,73
2,51,61,2015,137
0,51,61,2016,21
1,51,61,2016,30
2,51,61,2016,110
0,51,63,2011,2
1,51,63,2011,15
0,51,63,2014,2
1,51,63,2014,13
2,51,63,2014,1
0,51,63,2015,1
1,51,63,2015,1
0,51,65,2010,1
1,51,65,2010,4
2,51,65,2010,1
0,51,65,2011,18
1,51,65,2011,9
0,51,65,2012,4
1,51,65,2012,10
0,51,65,2013,5
1,51,65,2013,1
0,51,65,2014,4
1,51,65,2014,12
2,51,65,2014,2
0,51,65,2015,2
1,51,65,2015,10
2,51,65,2015,5
0,51,65,2016,9
1,51,65,2016,23
2,51,65,2016,18
0,51,67,2010,5
1,51,67,2010,53
2,51,67,2010,11
0,51,67,2011,4
1,51,67,2011,54
2,51,67,2011,10
0,51,67,2012,5
1,51,67,2012,68
2,51,67,2012,25
0,51,67,2013,12
1,51,67,2013,144
2,51,67,2013,23
0,51,67,2014,19
1,51,67,2014,111
2,51,67,2014,27
0,51,67,2015,5
1,51,67,2015,57
2,51,67,2015,23
0,51,67,2016,10
1,51,67,2016,73
2,51,67,2016,12
0,51,69,2010,6
1,51,69,2010,65
2,51,69,2010,69
0,51,69,2011,11
1,51,69,2011,95
2,51,69,2011,84
0,51,69,2012,9
1,51,69,2012,86
2,51,69,2012,65
0,51,69,2013,13
1,51,69,2013,117
2,51,69,2013,98
0,51,69,2014,19
1,51,69,2014,78
2,51,69,2014,137
0,51,69,2015,23
1,51,69,2015,85
2,51,69,2015,146
0,51,69,2016,43
1,51,69,2016,64
2,51,69,2016,100
0,51,71,2010,9
1,51,71,2010,143
2,51,71,2010,1
0,51,71,2011,5
1,51,71,2011,126
0,51,71,2012,1
1,51,71,2012,141
2,51,71,2012,8
0,51,71,2013,4
1,51,71,2013,111
2,51,71,2013,8
0,51,71,2014,4
1,51,71,2014,94
2,51,71,2014,1
0,51,71,2015,1
1,51,71,2015,31
2,51,71,2015,4
0,51,71,2016,8
1,51,71,2016,69
2,51,71,2016,4
0,51,73,2010,3
1,51,73,2010,18
2,51,73,2010,13
0,51,73,2011,5
1,51,73,2011,10
2,51,73,2011,3
0,51,73,2012,6
1,51,73,2012,39
2,51,73,2012,7
0,51,73,2013,3
1,51,73,2013,27
2,51,73,2013,15
0,51,73,2014,1
1,51,73,2014,12
2,51,73,2014,15
0,51,73,2015,13
1,51,73,2015,20
2,51,73,2015,23
0,51,73,2016,14
1,51,73,2016,20
2,51,73,2016,28
0,51,75,2014,2
1,51,75,2014,3
2,51,75,2014,6
0,51,75,2015,1
1,51,75,2015,2
2,51,75,2015,4
0,51,77,2010,2
1,51,77,2010,21
0,51,77,2011,3
1,51,77,2011,9
0,51,77,2013,1
1,51,77,2013,34
0,51,77,2014,1
1,51,77,2014,17
0,51,77,2015,3
1,51,77,2015,10
2,51,77,2015,2
0,51,77,2016,3
1,51,77,2016,23
2,51,77,2016,3
0,51,79,2010,1
1,51,79,2010,10
0,51,79,2011,2
1,51,79,2011,5
0,51,79,2012,1
1,51,79,2012,15
2,51,79,2012,1
0,51,79,2013,1
1,51,79,2013,10
2,51,79,2013,4
0,51,79,2015,2
1,51,79,2015,4
2,51,79,2015,12
0,51,79,2016,6
1,51,79,2016,3
2,51,79,2016,21
0,51,81,2011,4
1,51,81,2011,12
2,51,81,2011,1
0,51,81,2012,1
1,51,81,2012,8
2,51,81,2012,8
0,51,81,2016,3
1,51,81,2016,7
2,51,81,2016,6
0,51,83,2010,5
1,51,83,2010,39
0,51,83,2011,5
1,51,83,2011,40
0,51,83,2012,1
1,51,83,2012,36
0,51,83,2013,4
1,51,83,2013,54
0,51,83,2014,3
1,51,83,2014,55
0,51,83,2016,3
1,51,83,2016,19
2,51,83,2016,5
0,51,85,2010,14
1,51,85,2010,94
2,51,85,2010,39
0,51,85,2011,13
1,51,85,2011,83
2,51,85,2011,60
0,51,85,2012,6
1,51,85,2012,61
2,51,85,2012,65
0,51,85,2013,11
1,51,85,2013,96
2,51,85,2013,96
0,51,85,2014,8
1,51,85,2014,79
2,51,85,2014,134
0,51,85,2015,12
1,51,85,2015,42
2,51,85,2015,83
0,51,85,2016,24
1,51,85,2016,52
2,51,85,2016,94
0,51,87,2010,20
1,51,87,2010,96
2,51,87,2010,129
0,51,87,2011,21
1,51,87,2011,133
2,51,87,2011,130
0,51,87,2012,18
1,51,87,2012,138
2,51,87,2012,181
0,51,87,2013,21
1,51,87,2013,137
2,51,87,2013,274
0,51,87,2014,48
1,51,87,2014,155
2,51,87,2014,381
0,51,87,2015,53
1,51,87,2015,193
2,51,87,2015,556
0,51,87,2016,146
1,51,87,2016,212
2,51,87,2016,592
0,51,89,2010,4
1,51,89,2010,22
0,51,89,2011,5
1,51,89,2011,45
2,51,89,2011,1
0,51,89,2012,7
1,51,89,2012,58
2,51,89,2012,8
0,51,89,2013,3
1,51,89,2013,35
2,51,89,2013,3
0,51,89,2014,4
1,51,89,2014,38
2,51,89,2014,10
0,51,89,2015,4
1,51,89,2015,68
2,51,89,2015,8
0,51,89,2016,6
1,51,89,2016,33
2,51,89,2016,4
0,51,93,2010,1
1,51,93,2010,6
2,51,93,2010,1
0,51,93,2011,2
1,51,93,2011,1
2,51,93,2011,2
0,51,93,2012,6
1,51,93,2012,12
2,51,93,2012,17
0,51,93,2013,2
1,51,93,2013,20
2,51,93,2013,13
0,51,93,2014,4
1,51,93,2014,3
2,51,93,2014,9
0,51,93,2015,8
1,51,93,2015,7
2,51,93,2015,33
0,51,93,2016,5
1,51,93,2016,12
2,51,93,2016,34
0,51,95,2010,6
1,51,95,2010,9
2,51,95,2010,10
0,51,95,2011,2
1,51,95,2011,23
2,51,95,2011,4
0,51,95,2012,2
1,51,95,2012,12
2,51,95,2012,3
0,51,95,2013,2
1,51,95,2013,11
2,51,95,2013,4
0,51,95,2014,4
1,51,95,2014,15
2,51,95,2014,4
0,51,95,2015,4
1,51,95,2015,6
2,51,95,2015,17
0,51,95,2016,3
1,51,95,2016,12
2,51,95,2016,13
0,51,97,2012,1
1,51,97,2012,4
0,51,99,2010,2
1,51,99,2010,25
2,51,99,2010,5
0,51,99,2011,4
1,51,99,2011,28
2,51,99,2011,6
0,51,99,2013,6
1,51,99,2013,42
2,51,99,2013,9
0,51,99,2014,2
1,51,99,2014,24
2,51,99,2014,4
0,51,99,2015,8
1,51,99,2015,17
2,51,99,2015,20
0,51,99,2016,11
1,51,99,2016,11
2,51,99,2016,13
0,51,101,2010,1
1,51,101,2010,6
2,51,101,2010,3
0,51,101,2011,3
1,51,101,2011,8
2,51,101,2011,2
0,51,101,2014,1
1,51,101,2014,4
0,51,101,2015,3
1,51,101,2015,1
2,51,101,2015,8
0,51,103,2010,1
1,51,103,2010,1
0,51,103,2011,1
1,51,103,2011,8
0,51,103,2012,1
1,51,103,2012,3
2,51,103,2012,2
0,51,103,2013,1
1,51,103,2013,5
2,51,103,2013,6
0,51,105,2010,2
1,51,105,2010,63
0,51,105,2011,1
1,51,105,2011,29
0,51,105,2012,2
1,51,105,2012,103
0,51,105,2013,1
1,51,105,2013,81
0,51,105,2014,3
1,51,105,2014,101
0,51,105,2015,3
1,51,105,2015,77
0,51,105,2016,1
1,51,105,2016,64
2,51,105,2016,2
0,51,107,2010,8
1,51,107,2010,102
2,51,107,2010,39
